,x1,text,time,name,party,for_blm,against_blm,topic_blm
361,90516,"He was both a great judge of character and an old-fashioned law enforcement officer, who combined his law enforcement savvy and experience with respect and compassion for people.  Simply put, he just knew how to treat people.",2020-05-06 13:41:54,Mike DeWine,Republican,0,1,1
362,90517,"After he left the Sheriff’s office when I was Attorney General, I asked him to be my liaison with law enforcement around the state.  His people skills and law enforcement savvy served us so very well.",2020-05-06 13:41:53,Mike DeWine,Republican,0,1,1
363,90519,"Fran and I have lost a dear friend. I first met former 
@pickawaysheriff
 Dwight Radcliff when I was running for Congress in 1982. We hit it off because of my background as a county prosecutor - even then he was a legend in law enforcement!",2020-05-06 13:41:53,Mike DeWine,Republican,0,1,1
364,97660,"The fight for equal rights, for equal representation, for genuine and meaningful equality under the law will go on.

The American promise of equal justice under the law depends upon a United States Supreme Court that is above all respectful of precedent and our Constitution.",2020-09-19 16:45:18,Michelle Lujan Grisham,Democratic,1,0,1
365,97896,"John Lewis was a beacon of light & justice & good in a world in which they are too often lacking.

His perseverance was a foundation of hope for all those who came after him. Serving in Congress alongside him was one of the great honors of my career.

Rest in power. #JohnLewis",2020-07-18 4:10:20,Michelle Lujan Grisham,Democratic,0,0,0
366,98010,I am absolutely heartbroken and disgusted by this racist attack. I spoke to Mr. Singh this morning and let him know that our community is with him. We will not stand for such hatred in New Mexico.,2020-06-23 16:28:49,Michelle Lujan Grisham,Democratic,1,0,1
367,98011,"Senate Bill 8, mandating body cameras and a big step toward ensuring law enforcement accountability, has passed the Legislature. My thanks to the lawmakers who recognize we must keep up this effort and ensure a safe and just New Mexico for all. #nmpol #nmleg",2020-06-22 22:27:44,Michelle Lujan Grisham,Democratic,1,0,1
368,98043,"Public safety reform:

I’ve proposed and asked the Legislature to consider:

- Requiring police officers to wear body cameras
- Banning chokehold restraints
- Making police disciplinary history a matter of public record
- Exploring the issue of qualified immunity",2020-06-17 18:45:04,Michelle Lujan Grisham,Democratic,1,0,1
369,98055,"The Advisory Council for Racial Justice will help steer my office's conversation on justice & structural reform in New Mexico.

All those interested in serving on the Council & providing ideas for consideration are welcome.

Please apply here by June 19: http://bit.ly/3eYGcYF",2020-06-15 14:30:06,Michelle Lujan Grisham,Democratic,1,0,1
370,98079,"My administration will provide a platform and elevate the voices of those who need to be heard, ensuring they lead this dialogue about justice and structural reform in New Mexico.

We have generational work to do. The truth of the matter is that the system will not reform itself.",2020-06-07 19:15:11,Michelle Lujan Grisham,Democratic,1,0,1
371,98085,Together we will shoulder the burden of eradicating racism and injustice in New Mexico. This is not something I can do by myself – I will listen to and amplify the voices of those community leaders who have been and continue to be in this fight. #BlackLivesMatter,2020-06-05 16:40:20,Michelle Lujan Grisham,Democratic,1,0,1
372,98086,"We must seize this moment to have an essential discussion about racism and inequality and our inability to reckon with institutional racism, to acknowledge that those divides have never been brought together.",2020-06-05 16:40:20,Michelle Lujan Grisham,Democratic,1,0,1
373,98092,"This council's membership – and its mission – is not yet finalized. But we will not let this moment pass us by, because this action is overdue.

New Mexico can lead in addressing the generational pain and injustice that have sparked global peaceful protests.",2020-06-04 23:40:20,Michelle Lujan Grisham,Democratic,1,0,1
374,98093,"Today I was humbled to have the opportunity to initiate an important & overdue conversation about racism in our state. I am committed to appointing a Council for Racial Justice to hold the state accountable, and to centering justice & equity in my administration going forward.",2020-06-04 23:40:20,Michelle Lujan Grisham,Democratic,1,0,1
375,98095,"I'll be joined by black community leaders today for a live conversation and press conference on racism and injustice in New Mexico and across the country.

Tune in to http://facebook.com/GovMLG at 3 PM this afternoon.

#BlackLivesMatter",2020-06-04 16:10:27,Michelle Lujan Grisham,Democratic,1,0,1
376,98100,I spoke to some ABQ business-owners today whose storefronts were vandalized by bad actors seeking to turn peaceful protests into something they're not. And I visited a local business that is working to get back on its feet after these difficult past few months.,2020-06-02 23:05:51,Michelle Lujan Grisham,Democratic,0,0,1
377,98104,"This is a moment for listening, coming together & committing to the process of healing the wounds of racism & injustice in this country. Everyone has a right to protest peacefully – everyone. I am absolutely committed to working toward meaningful change.",2020-06-02 18:10:15,Michelle Lujan Grisham,Democratic,1,0,1
378,98107,"I issued the following statement today regarding Albuquerque's exemplary peaceful protest last night, the small group who chose to damage local businesses, and the president's dangerous and inflammatory comments on a call with myself and other governors this morning:",2020-06-01 19:38:58,Michelle Lujan Grisham,Democratic,1,0,1
379,98298,"Gallup city police and McKinley County sheriff’s department will partner with New Mexico State Police, the Department of Transportation and the New Mexico National Guard to enforce the emergency order and road closures. I sincerely thank all of them for their work to save lives.",2020-05-01 17:00:58,Michelle Lujan Grisham,Democratic,0,1,1
380,100473,"Energizing conversation with 
@JessicaJackson
 and 
@edyhaney
 on 
@REFORM
’s #BillsBillsBills 
 about our work to ensure New Jersey’s criminal justice system lives up to the word “justice.” Check it out",2020-10-30 20:28:14,Phil Murphy,Democratic,0,0,0
381,100651,"Sophia Colavita, an incredibly brave four-year-old from South Toms River, is an avid collector of first responder badges. She is also battling cancer. 
 
Today, we had the honor of presenting her with some new police badges. Sophia defines #JerseyStrong!",2020-10-19 16:45:08,Phil Murphy,Democratic,0,1,1
382,100953,"Fighting climate change means ensuring climate justice.

Last week, I was proud to sign the nation’s strongest environmental justice measure, protecting overburdened communities from pollutants.

#JerseyClimateWeek #ClimateWeek2020

http://nj.gov/governor/news/news/562020/approved/20200918a.shtml…",2020-09-22 19:56:32,Phil Murphy,Democratic,0,0,0
383,100960,"100% clean energy New Jersey by 2050
7,500 megawatts of offshore wind by 2035
Nation’s strongest environmental justice measure
K-12 climate education
Holding polluters accountable
Protecting our natural resources
 
#JerseyClimateWeek",2020-09-21 20:20:44,Phil Murphy,Democratic,0,0,0
384,100985,"Justice Ginsburg was an inspiration to countless young women and girls across our nation and around the globe – dedicating her life to equal justice under the law.
 
She was an American icon. May her memory be a blessing.",2020-09-19 0:48:06,Phil Murphy,Democratic,0,0,0
385,100987,"Today, joined by 
@LtGovOliver
, 
@SenBooker
, 
@rasjbaraka
, 
@Troy4NJ7
, 
@JohnFMcKeon
, and environmental justice advocates, I signed the nation's strongest measure to protect overburdened communities from pollutants. 

Learn more: https://nj.gov/governor/news/news/562020/approved/20200918a.shtml… //",2020-09-18 19:51:14,Phil Murphy,Democratic,0,0,0
386,101002,"This morning, I was proud to sign into law the nation's strongest environmental justice measure – ensuring that long-overlooked communities that had been previously condemned to life with polluted air & water are given a voice in the development proposed for their neighborhoods.",2020-09-18 17:04:51,Phil Murphy,Democratic,0,0,0
387,101006,"Clean air. Clean water.

These rights will no longer be overlooked in New Jersey.

Today I signed the nation’s strongest environmental justice measure, reducing pollution that has disproportionately harmed our Black and Brown communities. #ClimateJustice

http://nj.gov/governor/news/news/562020/approved/20200918a.shtml…",2020-09-18 15:49:49,Phil Murphy,Democratic,0,0,0
